speed,acc_norm,engine_speed,throttle_position,delta_acc_lat,cluster_id,driver,client
15,0.806225774829855,1032,7.5,0.2,1,A,A
14,0.14142135623731,956,7.5,0.0,1,A,A
14,0.14142135623731,1113,9.9,0.0,1,A,A
15,0.316227766016838,1256,9.4,0.0,1,A,A
15,0.14142135623731,1018,7.1,0.0,1,A,A
15,0.316227766016838,967,7.1,0.2,1,A,A
15,0.854400374531753,940,7.1,0.5,1,A,A
14,0.728010988928052,923,7.1,0.1,1,A,A
14,0.707106781186547,935,8.0,0.0,1,A,A
14,0.824621125123532,1230,11.3,0.1,1,A,A
16,1.20830459735946,1488,16.0,0.3,1,A,A
18,1.52643375224737,1729,23.0,0.2,1,A,A
21,1.20415945787923,1791,29.1,0.5,1,A,A
24,0.806225774829855,1698,35.2,0.7,2,A,A
25,0.14142135623731,1636,8.5,0.2,2,A,A
24,0.6,1521,7.5,0.1,1,A,A
21,0.905538513813742,1344,7.5,0.1,1,A,A
19,0.509901951359279,1187,7.1,0.2,1,A,A
18,0.2,1109,7.1,0.1,1,A,A
18,0.14142135623731,1184,9.4,0.1,1,A,A
18,0.53851648071345,1524,15.5,0.1,1,A,A
21,0.806225774829855,1750,23.0,0.1,2,A,A
24,0.905538513813742,1709,70.0,0.0,3,A,A
27,0.905538513813742,1763,99.1,0.0,3,A,A
30,1.0,1933,91.1,0.1,3,A,A
34,1.0,2150,67.2,0.0,3,A,A
37,0.608276253029822,2297,20.7,0.1,2,A,A
37,0.1,1862,9.4,0.1,2,A,A
37,0.2,1850,10.4,0.2,2,A,A
37,0.360555127546399,1969,15.0,0.0,2,A,A
37,0.316227766016838,1603,5.2,0.3,2,A,A
36,0.854400374531753,1103,6.1,0.2,1,A,A
32,1.58113883008419,1140,6.6,0.2,1,A,A
26,1.72626765016321,973,6.6,0.2,1,A,A
21,1.52970585407784,891,6.6,0.0,1,A,A
17,0.824621125123532,972,7.1,0.1,1,A,A
16,0.14142135623731,1083,9.4,0.1,1,A,A
17,0.707106781186547,1606,19.3,0.0,1,A,A
20,1.11803398874989,1885,55.9,0.1,3,A,A
24,0.921954445729289,1726,100.0,0.0,3,A,A
27,0.921954445729289,1760,99.6,0.0,3,A,A
30,0.905538513813742,1914,45.6,0.1,2,A,A
32,0.4,2006,12.2,0.1,2,A,A
32,0.0,1652,10.4,0.0,2,A,A
33,0.4,1695,17.9,0.0,2,A,A
35,0.5,1667,20.7,0.0,2,A,A
36,0.2,1716,10.4,0.0,2,A,A
35,0.412310562561766,1644,6.1,0.1,2,A,A
35,0.1,1692,13.2,0.1,2,A,A
35,0.1,1666,8.0,0.1,2,A,A
35,0.14142135623731,1692,9.4,0.0,2,A,A
34,0.509901951359279,1580,5.7,0.0,1,A,A
33,0.316227766016838,1583,10.4,0.0,2,A,A
33,0.2,1586,8.9,0.1,2,A,A
32,0.447213595499958,1491,6.1,0.0,1,A,A
32,0.316227766016838,1573,16.0,0.1,2,A,A
32,0.1,1550,8.9,0.0,2,A,A
33,0.2,1629,16.9,0.1,2,A,A
34,0.4,1645,18.3,0.0,2,A,A
34,0.14142135623731,1672,10.4,0.1,2,A,A
35,0.412310562561766,1726,16.9,0.0,2,A,A
36,0.14142135623731,1819,11.8,0.0,2,A,A
37,0.316227766016838,1906,14.1,0.0,2,A,A
37,0.1,1901,13.2,0.1,2,A,A
39,0.412310562561766,1971,16.0,0.1,2,A,A
39,0.282842712474619,1845,8.0,0.1,2,A,A
39,0.360555127546399,1932,16.0,0.0,2,A,A
40,0.223606797749979,1897,7.1,0.0,2,A,A
39,0.14142135623731,1924,14.1,0.1,2,A,A
41,0.509901951359279,1958,19.3,0.0,2,A,A
42,0.6,2041,24.0,0.1,2,A,A
44,0.608276253029822,2141,27.3,0.1,2,A,A
47,0.728010988928052,2246,28.7,0.1,2,A,A
49,0.6,2350,24.9,0.2,2,A,A
50,0.1,2152,10.8,0.0,2,A,A
49,0.316227766016838,1687,5.7,0.1,2,A,A
48,0.58309518948453,1651,7.1,0.2,2,A,A
46,0.632455532033676,1583,7.1,0.1,2,A,A
44,0.509901951359279,1515,7.1,0.3,2,A,A
43,0.447213595499958,1464,7.5,0.1,2,A,A
42,0.1,1512,14.6,0.2,2,A,A
42,0.1,1464,8.0,0.1,2,A,A
41,0.412310562561766,1363,5.7,0.0,1,A,A
41,0.1,1461,11.8,0.1,2,A,A
41,0.3,1535,17.4,0.0,2,A,A
42,0.3,1477,20.2,0.0,2,A,A
43,0.412310562561766,1492,22.6,0.1,2,A,A
44,0.412310562561766,1530,21.1,0.0,2,A,A
45,0.412310562561766,1571,33.4,0.2,2,A,A
47,0.412310562561766,1609,24.4,0.2,2,A,A
48,0.360555127546399,1644,16.9,0.1,2,A,A
48,0.316227766016838,1654,12.2,0.1,2,A,A
48,0.53851648071345,1666,15.5,0.2,2,A,A
49,0.316227766016838,1671,10.4,0.2,2,A,A
47,0.360555127546399,1609,7.1,0.1,2,A,A
47,0.1,1655,14.1,0.2,2,A,A
46,0.223606797749979,1560,5.7,0.1,2,A,A
44,0.5,1452,6.1,0.1,1,A,A
42,0.509901951359279,1437,6.6,0.1,1,A,A
40,0.316227766016838,1408,9.9,0.2,2,A,A
40,0.3,1691,45.6,0.1,2,A,A
40,0.412310562561766,2135,29.1,0.1,2,A,A
39,0.412310562561766,1794,5.7,0.0,2,A,A
38,0.282842712474619,1835,8.0,0.3,2,A,A
37,0.14142135623731,1836,12.7,0.1,2,A,A
38,0.1,1879,10.4,0.1,2,A,A
35,1.50332963783729,1588,6.1,0.1,1,A,A
29,1.80277563773199,1411,6.1,0.0,1,A,A
24,1.6,971,6.6,0.1,1,A,A
17,2.50199920063936,960,7.5,0.1,1,A,A
8,2.50199920063936,901,8.0,0.0,1,A,A
2,1.3,826,7.5,0.1,1,A,A
6,2.3,1730,86.9,0.0,3,A,A
13,1.9,2279,100.0,0.0,3,A,A
20,2.2,3236,100.0,0.0,3,A,A
26,1.8,3313,100.0,0.0,3,A,A
32,1.7,3237,100.0,0.0,3,A,A
37,1.4,3610,100.0,0.0,3,A,A
41,1.00498756211209,2881,100.0,0.1,3,A,A
44,0.5,2765,30.1,0.1,2,A,A
44,0.412310562561766,1712,6.1,0.1,2,A,A
41,0.905538513813742,1380,9.9,0.0,1,A,A
37,1.41421356237309,1289,9.4,0.1,1,A,A
32,1.6,1027,7.1,0.2,1,A,A
27,1.7,930,6.6,0.0,1,A,A
22,1.3,870,6.6,0.0,1,A,A
18,0.9,966,7.1,0.0,1,A,A
16,0.2,1028,8.0,0.0,1,A,A
17,0.5,1511,16.9,0.0,1,A,A
19,0.806225774829855,1755,23.5,0.1,2,A,A
22,0.806225774829855,1675,20.7,0.0,2,A,A
23,0.223606797749979,1540,9.9,0.0,1,A,A
25,0.4,1623,16.0,0.1,2,A,A
26,0.608276253029822,1694,16.9,0.1,2,A,A
27,0.14142135623731,1751,8.9,0.0,2,A,A
27,0.223606797749979,1833,12.7,0.1,2,A,A
28,0.223606797749979,1861,10.8,0.0,2,A,A
29,0.412310562561766,1987,15.5,0.1,2,A,A
30,0.14142135623731,1934,9.4,0.0,2,A,A
29,0.223606797749979,1480,9.9,0.1,1,A,A
29,0.14142135623731,1432,8.5,0.1,1,A,A
29,0.223606797749979,1451,11.3,0.1,1,A,A
30,0.824621125123532,1984,39.9,0.0,2,A,A
33,0.854400374531753,2074,51.2,0.1,3,A,A
35,0.761577310586391,1898,68.1,0.0,3,A,A
37,0.707106781186547,2472,100.0,0.4,3,A,A
41,1.17046999107196,2812,68.6,0.3,3,A,A
42,0.3,2315,8.9,0.7,2,A,A
41,0.894427190999916,1991,9.9,0.1,2,A,A
34,2.70739727413618,1665,8.5,0.2,1,A,A
25,2.6,1071,7.1,0.2,1,A,A
19,1.10453610171873,971,7.1,0.1,1,A,A
17,0.223606797749979,1091,7.1,0.0,1,A,A
16,0.2,1026,7.1,0.1,1,A,A
15,0.316227766016838,970,7.1,0.1,1,A,A
13,1.01980390271856,923,7.5,0.1,1,A,A
9,1.00498756211209,860,8.0,0.1,1,A,A
7,0.608276253029822,838,7.5,0.0,1,A,A
5,0.412310562561766,798,7.1,0.0,1,A,A
4,0.1,780,7.1,0.0,1,A,A
4,0.1,797,7.1,0.0,1,A,A
4,0.223606797749979,768,7.1,0.0,1,A,A
2,0.509901951359279,768,7.5,0.0,1,A,A
3,1.2,1224,13.2,0.0,1,A,A
8,1.30384048104053,1585,14.6,0.1,1,A,A
12,1.3,2078,18.8,0.1,1,A,A
16,1.2,2237,20.2,0.0,2,A,A
19,1.00498756211209,2087,20.7,0.1,2,A,A
23,1.0,2310,19.7,0.1,2,A,A
25,0.316227766016838,2268,11.3,0.1,2,A,A
26,0.4,1796,18.3,0.1,2,A,A
28,0.761577310586391,1805,24.4,0.3,2,A,A
29,0.282842712474619,1934,14.1,0.1,2,A,A
30,0.412310562561766,2039,13.6,0.1,2,A,A
30,0.447213595499958,1853,31.5,0.1,2,A,A
32,0.824621125123532,2049,96.7,0.0,3,A,A
34,0.728010988928052,2092,100.0,0.0,3,A,A
36,0.806225774829855,2489,100.0,0.1,3,A,A
38,0.707106781186547,2570,43.7,0.0,3,A,A
38,0.14142135623731,1957,9.9,0.0,2,A,A
38,0.223606797749979,1839,9.4,0.2,2,A,A
37,0.721110255092798,1765,8.9,0.5,2,A,A
35,1.36014705087354,1513,6.6,0.5,1,A,A
34,1.31529464379659,1616,8.9,0.2,1,A,A
34,1.40356688476182,1599,9.4,0.0999999999999999,1,A,A
33,1.30384048104053,1600,8.5,0.0999999999999999,1,A,A
32,0.728010988928052,1509,11.3,0.6,1,A,A
34,0.848528137423857,2035,70.0,0.1,3,A,A
36,1.11803398874989,2581,100.0,0.8,3,A,A
40,1.21655250605964,2792,100.0,0.0,3,A,A
44,1.04403065089106,2996,58.7,0.1,3,A,A
46,0.412310562561766,2452,14.6,0.4,2,A,A
47,0.1,1901,8.5,0.1,2,A,A
46,0.223606797749979,1651,9.9,0.2,2,A,A
47,0.447213595499958,1869,28.2,0.2,2,A,A
47,0.707106781186548,2456,95.3,0.1,3,A,A
49,0.806225774829855,2614,100.0,0.4,3,A,A
51,0.806225774829855,2697,100.0,0.2,3,A,A
52,0.905538513813742,2764,100.0,0.0,3,A,A
53,0.905538513813742,2805,93.0,0.0,3,A,A
54,0.608276253029822,2746,23.0,0.0,2,A,A
53,0.316227766016838,2631,17.4,0.0,2,A,A
53,0.53851648071345,2704,26.8,0.1,2,A,A
52,0.282842712474619,2581,14.6,0.0,2,A,A
51,0.5,2575,22.1,0.2,2,A,A
51,0.94339811320566,2681,84.1,0.1,3,A,A
52,1.0,2711,99.6,0.1,3,A,A
52,0.806225774829855,2600,34.3,0.2,3,A,A
51,0.316227766016838,2474,13.2,0.7,2,A,A
50,0.53851648071345,2596,24.9,0.1,2,A,A
51,0.761577310586391,2653,76.5,0.1,3,A,A
51,1.0,2654,84.1,0.3,3,A,A
52,0.640312423743285,2525,16.9,0.1,2,A,A
50,0.282842712474619,2391,8.0,0.3,2,A,A
48,0.640312423743285,1921,6.6,0.3,2,A,A
47,0.894427190999916,1759,9.4,0.3,2,A,A
47,0.53851648071345,2455,24.0,0.6,2,A,A
49,0.761577310586391,2479,81.7,0.1,3,A,A
52,1.38924439894498,2543,100.0,0.9,3,A,A
54,0.94339811320566,2622,100.0,0.7,3,A,A
57,0.608276253029822,2734,39.9,0.4,3,A,A
58,0.223606797749979,2764,12.7,0.1,2,A,A
58,0.509901951359279,2118,8.5,0.3,2,A,A
57,0.707106781186547,2019,13.2,0.2,2,A,A
58,0.921954445729289,2002,16.9,0.2,2,A,A
58,1.11803398874989,2011,17.4,0.2,2,A,A
59,0.854400374531753,2047,36.6,0.3,2,A,A
60,0.806225774829855,2087,41.8,0.1,3,A,A
61,0.5,2119,24.0,1.1,2,A,A
62,0.921954445729289,2472,80.3,0.5,3,A,A
64,1.14017542509914,3291,100.0,1.6,3,A,A
67,1.34536240470737,3428,100.0,1.7,3,A,A
70,2.1540659228538,3555,100.0,1.0,3,A,A
73,1.58113883008419,3615,100.0,0.7,3,A,A
76,1.66433169770932,3706,100.0,0.0999999999999999,3,A,A
78,1.61554944214035,3442,91.1,0.1,3,A,A
79,1.31529464379659,2791,54.0,0.2,3,A,A
78,1.4560219778561,2274,8.0,0.0999999999999999,2,A,A
77,1.62788205960997,2057,9.4,0.2,2,A,A
76,1.33416640641263,2032,8.9,0.3,2,A,A
75,1.17046999107196,1942,8.5,0.2,2,A,A
74,0.9,2053,21.6,0.2,2,A,A
75,0.728010988928052,2005,72.8,0.2,3,A,A
75,1.01980390271856,2011,75.1,0.3,3,A,A
75,1.20415945787923,2009,12.2,0.2,2,A,A
75,1.21655250605964,2075,15.0,0.0,2,A,A
75,0.8,2043,17.9,0.4,2,A,A
74,0.948683298050514,1985,9.9,0.1,2,A,A
74,1.0,2026,18.8,0.1,2,A,A
74,1.10453610171873,1986,23.0,0.1,2,A,A
74,0.905538513813742,1987,20.7,0.2,2,A,A
74,0.948683298050514,1919,6.6,0.0,2,A,A
73,0.360555127546399,1947,11.8,0.7,2,A,A
73,0.316227766016838,1974,19.7,0.5,2,A,A
74,0.1,1962,22.1,0.3,2,A,A
73,0.2,1918,7.1,0.0,2,A,A
72,0.509901951359279,1806,7.1,0.1,2,A,A
70,0.412310562561766,1866,8.0,0.0,2,A,A
69,0.316227766016838,1846,8.5,0.0,2,A,A
68,0.2,1824,10.4,0.1,2,A,A
68,0.0,1816,15.5,0.0,2,A,A
68,0.0,1816,14.1,0.0,2,A,A
68,0.14142135623731,1901,14.6,0.1,2,A,A
68,0.282842712474619,1960,54.5,0.1,3,A,A
69,0.2,1895,100.0,0.2,3,A,A
70,0.2,1863,100.0,0.0,3,A,A
70,0.223606797749979,1879,100.0,0.1,3,A,A
71,0.447213595499958,1897,100.0,0.3,3,A,A
72,0.223606797749979,1915,98.6,0.3,3,A,A
72,0.2,1934,92.5,0.1,3,A,A
73,0.1,2024,100.0,0.0,3,A,A
74,0.360555127546399,2768,100.0,0.2,3,A,A
75,0.412310562561766,2809,75.6,0.3,3,A,A
76,0.1,2659,15.0,0.0,2,A,A
76,0.8,2683,19.7,0.9,2,A,A
76,0.8,3224,23.5,0.0,2,A,A
77,0.948683298050514,3768,23.0,0.1,3,A,A
77,1.3,4246,22.6,0.4,3,A,A
77,1.00498756211209,4898,21.1,0.3,3,A,A
77,1.30384048104053,4901,21.1,0.3,3,A,A
77,0.608276253029822,4896,20.2,0.7,3,A,A
76,1.90262975904404,4869,18.8,2.5,3,A,A
76,2.6,4859,22.6,0.7,3,A,A
78,2.46981780704569,5067,86.4,0.3,3,A,A
82,2.72946881279124,5344,100.0,0.1,3,A,A
86,3.47850542618522,5581,96.7,0.9,3,A,A
86,3.12569992161756,5449,13.6,0.2,3,A,A
83,2.94108823397055,5226,17.9,0.3,3,A,A
81,2.46981780704569,5053,17.4,0.5,2,A,A
79,0.721110255092798,4590,16.9,2.7,2,A,A
77,1.0816653826392,3420,14.1,0.5,2,A,A
75,1.0,2212,10.8,0.1,2,A,A
73,0.781024967590665,1952,10.4,0.2,2,A,A
72,0.282842712474619,1925,13.2,0.4,2,A,A
71,0.223606797749979,1906,14.6,0.0,2,A,A
70,0.412310562561766,1762,5.2,0.3,2,A,A
68,0.5,1765,7.5,0.1,2,A,A
66,0.316227766016838,1761,8.5,0.1,2,A,A
65,0.0,1771,14.6,0.1,2,A,A
65,0.14142135623731,1745,17.9,0.1,2,A,A
64,0.14142135623731,1721,9.4,0.0,2,A,A
64,0.0,1706,14.6,0.1,2,A,A
63,0.14142135623731,1683,9.4,0.1,2,A,A
62,0.316227766016838,1640,7.5,0.0,2,A,A
61,0.316227766016838,1592,8.0,0.0,2,A,A
60,0.14142135623731,1680,12.7,0.0,2,A,A
60,0.14142135623731,1621,16.0,0.0,2,A,A
59,0.14142135623731,1592,19.3,0.0,2,A,A
60,0.223606797749979,1609,26.3,0.0,2,A,A
60,0.223606797749979,1605,20.7,0.0,2,A,A
60,0.14142135623731,1608,17.9,0.0,2,A,A
60,0.1,1604,11.3,0.0,2,A,A
60,0.1,1602,22.6,0.1,2,A,A
60,0.223606797749979,1609,70.4,0.1,3,A,A
60,0.2,1616,18.8,0.1,2,A,A
