id,driver,run,time,fuel_consumption,speed,acc_long,acc_lat,acc_norm,throttle_position,engine_speed,steering_angle,deflection,delta_acc_lat,deterministic_score,fuzzy_score,jerk_score,deterministic_class,fuzzy_class,jerk_class,group_match_strength,group_match_id,cluster_id,cluster_score
38,A,1,38,422.4,4,-0.1,-0.5,0.509901951359279,8,854,-313.4,19.1,0.1,0,0.152950819672131,0.750228553941579,Normal,Calmo,Normal,2,2,1,0.974500403232555
39,A,1,39,524.8,5,0.2,-0.4,0.447213595499958,8.5,975,-262.3,51.1,0.1,0,0.152950819672131,0.750228553941579,Normal,Calmo,Normal,2,2,1,1.81820013906411
40,A,1,40,512,5,0.2,-0.6,0.632455532033676,8.9,999,-333.8,71.5,0.2,0,0.152950819672131,0.677837427471395,Normal,Calmo,Normal,2,2,1,2.56554782568773
41,A,1,41,524.8,5,0,-0.6,0.6,8.9,1064,-378.8,45,0,0,0.152950819672131,0.643053046235639,Normal,Calmo,Normal,2,2,1,1.48202769374554
42,A,1,42,742.4,6,0.4,-0.9,0.98488578017961,11.3,1277,-323.6,55.2,0.3,0,0.152950819672131,0.491139876707792,Normal,Calmo,Calmo,3,1,1,1.97738220707014
43,A,1,43,832,8,0.4,-0.7,0.806225774829855,11.3,1453,-198,125.6,0.2,0,0.152950819672131,0.491139876707792,Normal,Calmo,Calmo,3,1,1,4.86082618930851
44,A,1,44,844.8,9,0.4,-0.5,0.640312423743285,11.3,1643,-113.6,84.4,0.2,0,0.152950819672131,0.491139876707793,Normal,Calmo,Calmo,3,1,1,3.20450486388738
45,A,1,45,627.2,10,0,-0.5,0.5,8,1610,-63.5,50.1,0,0,0.152950819672131,0.525050613606558,Normal,Calmo,Normal,2,2,1,1.83052490355121
46,A,1,46,409.6,10,-0.1,-0.4,0.412310562561766,8.5,1112,-50.5,13,0.1,0,0.152950819672131,0.525050613606558,Normal,Calmo,Normal,2,2,1,0.687013111753494
47,A,1,47,960,11,0.4,-0.3,0.5,13.2,1666,-43.7,6.8,0.1,0,0.152950819672131,0.525050613606558,Normal,Calmo,Normal,2,2,1,1.2403366644301
48,A,1,48,1190.4,13,0.7,-0.4,0.806225774829855,15,1786,-34,9.7,0.1,0,0.152950819672131,0.491139876707792,Normal,Calmo,Calmo,3,1,1,1.50101383694814
49,A,1,49,1254.4,15,0.7,-0.4,0.806225774829855,15,1692,-21.4,12.6,0,0,0.152950819672131,0.491139876707792,Normal,Calmo,Calmo,3,1,1,1.41033772859038
50,A,1,50,896,17,0.2,-0.3,0.360555127546399,11.3,1717,-12.5,8.9,0.1,0,0.152950819672131,0.525050613606558,Normal,Calmo,Normal,2,2,1,1.33777907276038
51,A,1,51,627.2,17,-0.1,-0.4,0.412310562561766,8.5,1664,-3.9,8.6,0.1,0,0.152950819672131,0.643053046235639,Normal,Calmo,Normal,2,2,1,1.09823839045079
52,A,1,52,460.8,17,-0.4,-0.3,0.5,7.5,1466,9.4,13.3,0.1,0,0.152950819672131,0.686258091051074,Normal,Calmo,Normal,2,2,1,0.653370308444865
53,A,1,53,921.6,16,0.2,-0.2,0.282842712474619,14.1,1634,-6.8,16.2,0.1,0,0.152950819672131,0.686258091051074,Normal,Calmo,Normal,2,2,1,1.35741910071287
54,A,1,54,1753.6,19,1,-0.2,1.01980390271856,20.7,2011,5.1,11.9,0,0,0.153682810235502,0.802028060178354,Normal,Calmo,Normal,2,2,2,2.18387519930923
55,A,1,55,1228.8,21,0.4,-0.1,0.412310562561766,11.8,2072,-0.5,5.6,0.1,0,0.154838709677419,0.750228553941579,Normal,Calmo,Normal,2,2,2,1.44506930160775
56,A,1,56,537.6,21,-0.2,-0.1,0.223606797749979,8,1450,4,4.5,0,0,0.154838709677419,0.830177912932859,Normal,Calmo,Normal,2,2,1,1.17218463439856
57,A,1,57,512,21,-0.2,0.2,0.282842712474619,8,1306,24.6,20.6,0.3,0,0.154838709677419,0.89026662983052,Normal,Calmo,Normal,2,2,1,0.951416094735481
58,A,1,58,486.4,21,-0.2,0.1,0.223606797749979,8,1262,10.9,13.7,0.1,0,0.154838709677419,0.934334414625713,Normal,Calmo,Normal,2,2,1,1.00339958223269
59,A,1,59,460.8,20,-0.2,-0.3,0.360555127546399,7.5,1206,-12,22.9,0.4,0,0.152950819672131,0.89026662983052,Normal,Calmo,Normal,2,2,1,0.817933450556387
60,A,1,60,435.2,19,-0.2,0.1,0.223606797749979,7.5,1138,24.4,36.4,0.4,0,0.152950819672131,0.89026662983052,Normal,Calmo,Normal,2,2,1,1.3927180521333
61,A,1,61,435.2,19,-0.3,1.2,1.2369316876853,7.5,1080,96.2,71.8,1.1,0,0.162270301513321,0.802028060178355,Normal,Calmo,Normal,2,2,1,2.73460215837687
62,A,1,62,537.6,18,-0.2,2,2.00997512422418,9.4,1169,164.9,68.7,0.8,0,0.155552709067047,0.750228553941579,Normal,Calmo,Normal,2,2,1,3.57616788225436
63,A,1,63,1100.8,18,0.2,2.7,2.70739727413618,16.9,1507,214.5,49.6,0.7,0,0.321651366943364,0.750228553941579,Normal,Calmo,Normal,2,2,1,4.52557319695585
64,A,1,64,1792,19,0.7,2.2,2.30867927612304,58.7,1766,116.3,98.2,0.5,0.110177419354839,0.229081945715118,0.643053046235639,Agressivo,Calmo,Normal,0,0,3,5.63801495269874
65,A,1,65,2073.6,20,1,0.9,1.34536240470737,100,1858,56.7,59.6,1.3,0.33,0.166850037100365,0.686258091051074,Agressivo,Calmo,Normal,0,0,3,3.61623861254679
66,A,1,66,2176,21,1.1,0.4,1.17046999107196,100,1898,20.3,36.4,0.5,0.33,0.159554736822024,0.535877538529699,Agressivo,Calmo,Normal,0,0,3,2.89533204263291
67,A,1,67,2252.8,22,1.1,0.2,1.11803398874989,100,1956,3.3,17,0.2,0.33,0.15746696402075,0.535877538529699,Agressivo,Calmo,Normal,0,0,3,2.49029475280552
68,A,1,68,2316.8,23,1.1,0,1.1,100,2010,-2.3,5.6,0.2,0.33,0.15875,0.535877538529699,Agressivo,Calmo,Normal,0,0,3,2.33256729926613
69,A,1,69,2393.6,25,1.1,0.1,1.10453610171873,100,2076,0.3,2.6,0.1,0.33,0.162828282828283,0.535877538529699,Agressivo,Calmo,Normal,0,0,3,2.19748427912976
70,A,1,70,2483.2,26,1.1,0.1,1.10453610171873,100,2129,1.9,1.6,0,0.33,0.164925373134328,0.525050613606559,Agressivo,Calmo,Normal,0,0,3,2.09743924197247
71,A,1,71,2534.4,28,1.1,0.1,1.10453610171873,93.4,2180,9,7.1,0,0.294870967741936,0.169227053140097,0.525050613606559,Agressivo,Calmo,Normal,0,0,3,1.78098503866997
72,A,1,72,1600,29,0.6,0.3,0.670820393249937,16,2028,10,1,0.2,0,0.171428571428571,0.525050613606559,Normal,Calmo,Normal,2,2,2,1.37622096965774
73,A,1,73,742.4,28,0,0.1,0.1,9.9,1830,9.1,0.9,0.2,0,0.169227053140097,0.5358775385297,Normal,Calmo,Normal,2,2,2,1.33530058949613
74,A,1,74,819.2,27,0.1,-0.3,0.316227766016838,11.3,1797,0,9.1,0.4,0,0.167058823529412,0.525050613606559,Normal,Calmo,Normal,2,2,2,1.21770064412546
75,A,1,75,857.6,26,0.1,-0.3,0.316227766016838,11.3,1776,8.8,8.8,0,0,0.164925373134328,0.525050613606559,Normal,Calmo,Normal,2,2,2,1.25591857256605
76,A,1,76,1049.6,27,0.3,0.3,0.424264068711929,14.6,1824,22,13.2,0.6,0,0.167058823529412,0.525050613606559,Normal,Calmo,Normal,2,2,2,1.21858736591254
77,A,1,77,1920,28,0.7,0.8,1.06301458127347,29.6,2035,43,21,0.5,0,0.169227053140097,0.525050613606559,Normal,Calmo,Normal,2,2,2,2.35331892607475
78,A,1,78,2457.6,30,1,0.7,1.22065556157337,75.1,2212,7.5,35.5,0.1,0.197467741935484,0.173661971830986,0.5358775385297,Agressivo,Calmo,Normal,0,0,3,2.0409706919749
79,A,1,79,793.6,30,-0.2,-0.5,0.53851648071345,7.5,1886,-21.4,28.9,1.2,0,0.173661971830986,0.710921891552894,Normal,Calmo,Normal,2,2,2,1.56072908272155
80,A,1,80,985.6,27,-0.7,-1.5,1.65529453572468,14.1,1464,-65,43.6,1,0,0.167058823529412,1.05010122721312,Normal,Calmo,Agressivo,2,1,1,2.53805939676328
81,A,1,81,755.2,23,-0.6,-2.7,2.76586333718787,10.8,1245,-93.5,28.5,1.2,0,0.335909235336626,1.05010122721312,Normal,Normal,Agressivo,2,2,1,4.30859730546322
82,A,1,82,1536,22,0.6,-1.1,1.25299640861417,24.9,1803,-39.9,53.6,1.6,0,0.16294773251424,1.2681177087651,Normal,Calmo,Agressivo,2,1,1,2.85002279116453
83,A,1,83,2124.8,23,1,-0.2,1.01980390271856,78.9,1965,10.5,50.4,0.9,0.217693548387097,0.15875,1.2681177087651,Agressivo,Calmo,Agressivo,2,3,3,2.86512086771072
84,A,1,84,1075.2,23,0.4,0.1,0.412310562561766,12.7,1645,7.3,3.2,0.3,0,0.15875,1.21727977035329,Normal,Calmo,Agressivo,2,1,2,1.3890133766249
85,A,1,85,1907.2,23,0.9,0,0.9,55.4,1897,7,0.3,0.1,0.0926129032258065,0.15875,1.21727977035329,Agressivo,Calmo,Agressivo,2,3,3,2.6451716816118
86,A,1,86,1625.6,23,0.8,0.1,0.806225774829855,35.7,1813,3.3,3.7,0.1,0,0.15875,1.21727977035329,Normal,Calmo,Agressivo,2,1,2,2.09561957960667
87,A,1,87,832,21,0.3,0,0.3,12.7,1536,-8,11.3,0.1,0,0.154838709677419,1.17893058476534,Normal,Calmo,Agressivo,2,1,1,1.17777047090105
88,A,1,88,1856,21,0.9,-0.1,0.905538513813742,49.3,1842,-12.9,4.9,0.1,0.0601451612903226,0.154838709677419,1.19345594474669,Agressivo,Calmo,Agressivo,2,3,2,2.81250440416897
89,A,1,89,2227.2,21,1.1,-0.8,1.36014705087354,100,1960,-70,57.1,0.7,0.33,0.167476339086751,1.24987045947791,Agressivo,Calmo,Agressivo,2,3,3,3.41247111827396
90,A,1,90,2355.2,22,1.3,-0.2,1.31529464379659,100,2045,-1.4,68.6,0.6,0.33,0.165551435246956,1.0717550770594,Agressivo,Calmo,Agressivo,2,3,3,3.62965793027117
91,A,1,91,2380.8,24,1.2,0.3,1.2369316876853,100,2061,20.9,22.3,0.5,0.33,0.162270301513321,1.0717550770594,Agressivo,Calmo,Agressivo,2,3,3,2.40760716643777
92,A,1,92,1651.2,24,0.8,0.5,0.94339811320566,37.6,1882,36.1,15.2,0.2,0,0.160769230769231,0.89026662983052,Normal,Calmo,Normal,2,2,2,2.31553161491104
93,A,1,93,665.6,23,0.1,0.2,0.223606797749979,9.4,1518,14.9,21.2,0.3,0,0.15875,0.830177912932859,Normal,Calmo,Normal,2,2,1,1.25197257397155
94,A,1,94,588.8,20,0,0,0,8.9,1334,3,11.9,0.2,0,0.152950819672131,0.89026662983052,Normal,Calmo,Normal,2,2,1,1.47685730396873
95,A,1,95,537.6,17,-0.1,0.1,0.14142135623731,8.9,1157,17.2,14.2,0.1,0,0.152950819672131,0.89026662983052,Normal,Calmo,Normal,2,2,1,1.15478054173542
96,A,1,96,537.6,12,-0.8,0,0.8,8.9,996,15.1,2.1,0.1,0,0.152950819672131,0.837067474325448,Normal,Calmo,Normal,2,2,1,0.692257020503004
97,A,1,97,665.6,8,0.1,0,0.1,16,982,38.2,23.1,0,0,0.152950819672131,0.802028060178355,Normal,Calmo,Normal,2,2,1,1.49972934288468
98,A,1,98,1766.4,8,1.8,0.1,1.80277563773199,86.9,1730,91.4,53.2,0.1,0.260274193548387,0.160652263865106,1.19345594474669,Agressivo,Calmo,Agressivo,2,3,3,4.08236457344428
99,A,1,99,2380.8,12,2.2,-0.4,2.23606797749979,100,2146,-32.2,123.6,0.5,0.33,0.211941203853602,1.33862166220185,Agressivo,Calmo,Agressivo,2,3,3,6.24646059203142
100,A,1,100,3187.2,16,2.3,-0.3,2.31948270094864,100,2682,-20.6,11.6,0.1,0.33,0.231585691726816,1.44189898772997,Agressivo,Calmo,Agressivo,2,3,3,3.56150133258009
101,A,1,101,4006.4,21,2.3,-0.3,2.31948270094864,86.9,3385,-4.1,16.5,0,0.270663082437276,0.231585691726816,1.44189898772997,Agressivo,Calmo,Agressivo,2,3,3,3.82678228333251
102,A,1,102,1651.2,23,0.8,-0.1,0.806225774829855,11.8,2474,-7.7,3.6,0.2,0,0.15875,1.50045710788316,Normal,Calmo,Agressivo,2,1,2,1.99476675632334
103,A,1,103,435.2,20,-0.1,-0.2,0.223606797749979,7.1,1450,-2,5.7,0.1,0,0.152950819672131,1.50045710788316,Normal,Calmo,Agressivo,2,1,1,1.14865877366395
104,A,1,104,460.8,17,-0.2,0.1,0.223606797749979,8,1159,4.8,6.8,0.3,0,0.152950819672131,1.60405612035671,Normal,Calmo,Agressivo,2,1,1,1.02296596399816
105,A,1,105,499.2,12,-1.5,0.1,1.50332963783729,8.9,978,5.9,1.1,0,0,0.173501577581177,1.50045710788316,Normal,Calmo,Agressivo,2,1,1,1.79117674003925
106,A,1,106,524.8,6,-0.3,0,0.3,8.5,886,4.8,1.1,0.1,0,0.152950819672131,1.51947506720486,Normal,Calmo,Agressivo,2,1,1,1.23918488932297
107,A,1,107,563.2,4,0.5,-0.1,0.509901951359279,10.4,958,3.7,1.1,0.1,0,0.152950819672131,1.66035582586572,Normal,Calmo,Agressivo,2,1,1,0.993413445995982
108,A,1,108,755.2,5,1.1,-0.1,1.10453610171873,9.4,1242,-6.6,10.3,0,0,0.156945249163477,1.51947506720486,Normal,Calmo,Agressivo,2,1,1,1.05496243233105
109,A,1,109,704,5,0.9,-0.1,0.905538513813742,13.2,1132,-10.2,3.6,0,0,0.152950819672131,1.28610609247128,Normal,Calmo,Agressivo,2,1,1,0.896694131877885
110,A,1,110,1152,7,1.6,-0.2,1.61245154965971,14.1,1536,-55.8,45.6,0.1,0,0.168660126539115,1.19345594474669,Normal,Calmo,Agressivo,2,1,1,2.60321233797629
111,A,1,111,563.2,7,0.3,-0.2,0.360555127546399,8,1233,-170.9,115.1,0,0,0.152950819672131,1.17893058476534,Normal,Calmo,Agressivo,2,1,1,4.4227163951238
112,A,1,112,409.6,5,-0.1,0,0.1,7.1,997,-191.3,20.4,0.2,0,0.152950819672131,1.0929800103436,Normal,Calmo,Agressivo,2,1,1,1.42371972905899
113,A,1,113,448,3,-0.6,0.4,0.721110255092798,8.9,809,-136.2,55.1,0.4,0,0.152950819672131,1.19825860376767,Normal,Calmo,Agressivo,2,1,1,2.01722589256449
122,A,1,122,1024,3,1.6,0.2,1.61245154965971,16.9,1353,-63.1,73.1,0.1,0,0.168660126539115,1.2726386418523,Normal,Calmo,Agressivo,2,1,1,3.33698883281936
123,A,1,123,448,5,-0.3,0.1,0.316227766016838,7.1,924,-141.1,78,0.1,0,0.152950819672131,1.24987045947791,Normal,Calmo,Agressivo,2,1,1,2.96055515472405
124,A,1,124,422.4,3,-0.5,0.3,0.58309518948453,8,805,-172.6,31.5,0.2,0,0.152950819672131,1.2726386418523,Normal,Calmo,Agressivo,2,1,1,1.25215516721678
125,A,1,125,460.8,2,-0.1,0.4,0.412310562561766,8,789,-152.1,20.5,0.1,0,0.152950819672131,0.988109358027849,Normal,Calmo,Normal,2,2,1,1.20674856758554
126,A,1,126,448,3,0.3,0.2,0.360555127546399,8.5,795,-242.5,90.4,0.2,0,0.152950819672131,0.988109358027849,Normal,Calmo,Normal,2,2,1,3.49835168275441
127,A,1,127,678.4,5,0.6,-0.2,0.632455532033676,9.4,1138,-294.3,51.8,0.4,0,0.152950819672131,0.982279753415585,Normal,Calmo,Normal,2,2,1,1.74825052912692
128,A,1,128,742.4,7,0.4,-0.3,0.5,11.3,1376,-220.2,74.1,0.1,0,0.152950819672131,0.982279753415585,Normal,Calmo,Normal,2,2,1,2.70655693779869
129,A,1,129,1216,11,0.7,-0.3,0.761577310586391,16,1891,-100.3,119.9,0,0,0.152950819672131,1.05010122721312,Normal,Calmo,Agressivo,2,1,1,4.8477498015262
130,A,1,130,1984,16,1.1,-0.3,1.14017542509914,35.2,2090,-30.4,69.9,0,0,0.158348343959159,1.01109171751642,Normal,Calmo,Agressivo,2,1,1,3.88553029895429
131,A,1,131,2649.6,22,1.2,0.2,1.21655250605964,97.2,2333,3.2,33.6,0.5,0.315096774193548,0.161428603080317,0.958606883014136,Agressivo,Calmo,Normal,0,0,3,2.34265382941811
132,A,1,132,2803.2,28,0.9,-0.1,0.905538513813742,39.5,2817,-14.9,18.1,0.3,0.00798387096774194,0.169227053140097,0.686258091051074,Agressivo,Calmo,Normal,0,0,3,2.56948585790558
133,A,1,133,716.8,32,-0.1,-0.4,0.412310562561766,7.5,2018,-14.9,0,0.3,0,0.169227053140097,0.802028060178354,Normal,Calmo,Normal,2,2,2,1.02872441173199
134,A,1,134,716.8,34,-0.3,-0.4,0.5,10.4,1630,-9.9,5,0,0,0.164925373134328,0.830177912932859,Normal,Calmo,Normal,2,2,2,1.04587089964745
135,A,1,135,665.6,35,-1.1,-0.1,1.10453610171873,9.4,1713,-3.8,6.1,0.3,0,0.162828282828283,0.830177912932859,Normal,Calmo,Normal,2,2,1,1.55594354840971
136,A,1,136,601.6,34,-1.6,0.1,1.60312195418814,8.5,1657,-3.4,0.4,0.2,0,0.169083122390946,0.830177912932859,Normal,Calmo,Normal,2,2,1,2.25266810192117
137,A,1,137,204.8,31,-2.2,0,2.2,5.7,1367,-2.2,1.2,0.1,0,0.224516129032258,0.890266629830521,Normal,Calmo,Normal,2,2,1,3.2132525201349
138,A,1,138,332.8,28,-2.4,0.3,2.41867732448956,6.6,1306,6.2,8.4,0.3,0,0.254528819232562,0.89026662983052,Normal,Calmo,Normal,2,2,1,3.57262998438943
139,A,1,139,345.6,24,-1.9,0.3,1.92353840616713,7.1,940,6,0.2,0,0,0.160769230769231,0.83017791293286,Normal,Calmo,Normal,2,2,1,2.6389235361884
140,A,1,140,345.6,22,-1.7,0.2,1.71172427686237,7.1,908,0,6,0.1,0,0.16441303527605,0.89026662983052,Normal,Calmo,Normal,2,2,1,2.1838669248132
141,A,1,141,486.4,20,-1.7,0.1,1.70293863659264,8,1178,-3.7,3.7,0.1,0,0.16479571115315,0.958606883014137,Normal,Calmo,Normal,2,2,1,2.10186907775818
142,A,1,142,435.2,18,-2.1,0.1,2.10237960416286,7.1,1099,-0.3,3.4,0,0,0.17932013093263,0.958606883014137,Normal,Calmo,Normal,2,2,1,2.91303774892441
143,A,1,143,422.4,15,-2.1,0.1,2.10237960416286,7.5,977,-0.8,0.5,0,0,0.17932013093263,0.890266629830521,Normal,Calmo,Normal,2,2,1,2.95799664267414
144,A,1,144,460.8,11,-2.1,0,2.1,8,889,0.3,1.1,0.1,0,0.178731466227347,0.802028060178356,Normal,Calmo,Normal,2,2,1,2.98574588998705
145,A,1,145,460.8,7,-2.6,0,2.6,8,835,1.1,0.8,0,0,0.296315789473684,0.837067474325449,Normal,Calmo,Normal,2,2,1,4.01385914037758
146,A,1,146,460.8,2,-2.3,0,2.3,7.5,801,0.5,0.6,0,0,0.227079796264856,0.802028060178356,Normal,Calmo,Normal,2,2,1,3.46967621573336
208,A,1,208,371.2,1,0,0,0,7.1,679,9.9,7.3,0,0,0.152950819672131,0.32152652311782,Normal,Calmo,Calmo,3,1,1,1.89467335709359
209,A,1,209,486.4,5,-0.1,0,0.1,8,900,6.3,3.6,0,0,0.152950819672131,0.982279753415585,Normal,Calmo,Normal,2,2,1,1.51148328608413
210,A,1,210,409.6,8,-0.2,0,0.2,6.6,1016,-1.1,7.4,0,0,0.152950819672131,0.988109358027849,Normal,Calmo,Normal,2,2,1,1.18510983725012
211,A,1,211,422.4,12,-0.2,-0.1,0.223606797749979,6.6,1069,1.8,2.9,0.1,0,0.152950819672131,0.982279753415585,Normal,Calmo,Normal,2,2,1,1.13113911172117
212,A,1,212,409.6,14,-0.4,-0.1,0.412310562561766,7.5,1134,5.5,3.7,0,0,0.152950819672131,1.05010122721312,Normal,Calmo,Agressivo,2,1,1,0.750113540383616
213,A,1,213,384,16,-0.7,0.1,0.707106781186547,6.1,1350,8.8,3.3,0.2,0,0.152950819672131,1.05010122721312,Normal,Calmo,Agressivo,2,1,1,0.545584220153542
214,A,1,214,320,17,-1.1,0.1,1.10453610171873,6.6,1151,3.7,5.1,0,0,0.156945249163477,1.01109171751642,Normal,Calmo,Agressivo,2,1,1,0.92707396559585
215,A,1,215,332.8,17,-0.9,0.2,0.921954445729289,6.1,1102,-0.5,4.2,0.1,0,0.152950819672131,0.958606883014136,Normal,Calmo,Normal,2,2,1,0.659363508444369
216,A,1,216,448,18,-0.6,0.2,0.632455532033676,8,1320,-2.2,1.7,0,0,0.152950819672131,0.89026662983052,Normal,Calmo,Normal,2,2,1,0.575274109764719
217,A,1,217,883.2,20,-0.1,0.2,0.223606797749979,12.7,1967,-1.7,0.5,0,0,0.152950819672131,0.802028060178355,Normal,Calmo,Normal,2,2,2,1.49714128586484
218,A,1,218,1574.4,22,0.6,0.1,0.608276253029822,20.7,1894,-1.9,0.2,0.1,0,0.156772486772487,0.89026662983052,Normal,Calmo,Normal,2,2,2,1.6039627433448
219,A,1,219,1804.8,25,0.7,0,0.7,24.9,1917,0.9,2.8,0.1,0,0.162828282828283,0.5771577722848,Normal,Calmo,Normal,2,2,2,1.76526371736672
220,A,1,220,1920,28,0.7,0.1,0.707106781186547,24.9,1948,0.9,0,0.1,0,0.169227053140097,0.643053046235638,Normal,Calmo,Normal,2,2,2,1.77398736437822
221,A,1,221,1497.6,31,0.4,0.1,0.412310562561766,15.5,1978,1.9,1,0,0,0.171428571428571,0.686258091051074,Normal,Calmo,Normal,2,2,2,1.13889883731921
222,A,1,222,691.2,31,0,0.1,0.1,9.4,1672,1.2,0.7,0,0,0.171428571428571,0.934334414625713,Normal,Calmo,Normal,2,2,2,1.32560079918556
223,A,1,223,371.2,30,-0.4,0.1,0.412310562561766,5.7,1419,0.5,0.7,0,0,0.173661971830986,0.89026662983052,Normal,Calmo,Normal,2,2,1,1.08909832516463
224,A,1,224,435.2,29,-0.2,0.1,0.223606797749979,8.5,1420,0.7,0.2,0,0,0.171428571428571,0.934334414625712,Normal,Calmo,Normal,2,2,1,1.31926008826617
225,A,1,225,691.2,29,0,0,0,11.3,1491,0.1,0.6,0.1,0,0.171428571428571,0.934334414625712,Normal,Calmo,Normal,2,2,2,1.62856481228451
226,A,1,226,1164.8,30,0.3,0.1,0.316227766016838,16,1685,2.6,2.5,0.1,0,0.173661971830986,0.934334414625712,Normal,Calmo,Normal,2,2,2,1.13228089747231
227,A,1,227,1420.8,31,0.4,0.2,0.447213595499958,17.4,1792,1.6,1,0.1,0,0.171428571428571,0.964579569353457,Normal,Calmo,Normal,2,2,2,1.12372304397071
228,A,1,228,1484.8,32,0.5,0.4,0.640312423743285,18.3,1726,1.2,0.4,0.2,0,0.169227053140097,0.964579569353457,Normal,Calmo,Normal,2,2,2,1.24036326710519
229,A,1,229,1382.4,34,0.4,0.1,0.412310562561766,17.9,1654,4.1,2.9,0.3,0,0.164925373134328,0.964579569353457,Normal,Calmo,Normal,2,2,2,1.0901238830854
230,A,1,230,1267.2,35,0.4,0.2,0.447213595499958,15.5,1667,2.6,1.5,0.1,0,0.162828282828283,0.934334414625711,Normal,Calmo,Normal,2,2,2,0.964083140084943
231,A,1,231,640,34,-0.1,0,0.1,7.1,1620,-1.9,4.5,0.2,0,0.164925373134328,0.934334414625711,Normal,Calmo,Normal,2,2,2,1.32278756346216
232,A,1,232,166.4,33,-0.6,0,0.6,5.7,1460,0.1,2,0,0,0.167058823529412,0.535877538529697,Normal,Calmo,Normal,2,2,1,1.08407437093781
233,A,1,233,0,30,-0.6,0.1,0.608276253029822,6.6,1453,0,0.1,0.1,0,0.173661971830986,0.710921891552889,Normal,Calmo,Normal,2,2,1,1.1171261515088
234,A,1,234,1024,29,0.1,0,0.1,15,1592,-3.4,3.4,0.1,0,0.171428571428571,0.80202806017835,Normal,Calmo,Normal,2,2,2,1.38571757414061
235,A,1,235,1497.6,30,0.5,0,0.5,14.6,1818,-1.6,1.8,0,0,0.173661971830986,0.837067474325444,Normal,Calmo,Normal,2,2,2,1.18258997525754
